timestamp,latitude,longitude,speed_kmph
01-01-2025 08:06,22.28351669,73.17637385,94
01-01-2025 08:07,22.28412197,73.17591224,84
01-01-2025 08:07,22.28472726,73.17545063,111
01-01-2025 08:07,22.28533255,73.17498901,98
01-01-2025 08:07,22.28593783,73.1745274,94
01-01-2025 08:07,22.28654312,73.17406579,98
01-01-2025 08:07,22.2871484,73.17360417,120
01-01-2025 08:08,22.28775369,73.17314256,103
01-01-2025 08:08,22.28835897,73.17268095,82
01-01-2025 08:08,22.28896426,73.17221933,95
01-01-2025 08:08,22.28956954,73.17175772,105
01-01-2025 08:08,22.29017483,73.17129611,110
01-01-2025 08:08,22.29078011,73.17083449,87
01-01-2025 08:09,22.2913854,73.17037288,82
01-01-2025 08:09,22.29199068,73.16991127,119
01-01-2025 08:09,22.29259597,73.16944965,109
01-01-2025 08:09,22.29320125,73.16898804,91
01-01-2025 08:09,22.29380654,73.16852643,88
01-01-2025 08:09,22.29441182,73.16806481,119
01-01-2025 08:10,22.29501711,73.1676032,11
01-01-2025 08:10,22.29562239,73.16714159,11
01-01-2025 08:10,22.29622768,73.16667997,9
01-01-2025 08:10,22.29683296,73.16621836,9
01-01-2025 08:10,22.29743825,73.16575675,9
01-01-2025 08:10,22.29804353,73.16529513,9
01-01-2025 08:11,22.29864882,73.16483352,11
01-01-2025 08:11,22.2992541,73.16437191,10
01-01-2025 08:11,22.29985939,73.16391029,10
01-01-2025 08:11,22.30046467,73.16344868,8
01-01-2025 08:11,22.30106996,73.16298707,89
01-01-2025 08:11,22.30167524,73.16252545,114
01-01-2025 08:12,22.30228053,73.16206384,107
01-01-2025 08:12,22.30288581,73.16160223,116
01-01-2025 08:12,22.3034911,73.16114061,93
01-01-2025 08:12,22.30409638,73.160679,90
01-01-2025 08:12,22.30470167,73.16021739,118
01-01-2025 08:12,22.30530695,73.15975577,81
01-01-2025 08:13,22.30591224,73.15929416,110
01-01-2025 08:13,22.30651752,73.15883255,115
01-01-2025 08:13,22.30712281,73.15837093,92
01-01-2025 08:13,22.30772809,73.15790932,106
01-01-2025 08:13,22.30833338,73.15744771,107
01-01-2025 08:13,22.30893866,73.15698609,97
01-01-2025 08:14,22.30954395,73.15652448,95
01-01-2025 08:14,22.31014924,73.15606287,107
01-01-2025 08:14,22.31075452,73.15560125,118
01-01-2025 08:14,22.31135981,73.15513964,111
01-01-2025 08:14,22.31196509,73.15467803,119
01-01-2025 08:14,22.31257038,73.15421641,116
01-01-2025 08:15,22.31317566,73.1537548,90
01-01-2025 08:15,22.31378095,73.15329318,117
01-01-2025 08:15,22.31438623,73.15283157,109
01-01-2025 08:15,22.31499152,73.15236996,115
01-01-2025 08:15,22.3155968,73.15190834,91
01-01-2025 08:15,22.31620209,73.15144673,119
01-01-2025 08:16,22.31680737,73.15098512,118
01-01-2025 08:16,22.31741266,73.1505235,119
01-01-2025 08:16,22.31801794,73.15006189,100
01-01-2025 08:16,22.31862323,73.14960028,84
01-01-2025 08:16,22.31922851,73.14913866,99
01-01-2025 08:16,22.3198338,73.14867705,104
01-01-2025 08:17,22.32043908,73.14821544,98
01-01-2025 08:17,22.32104437,73.14775382,103
01-01-2025 08:17,22.32164965,73.14729221,98
01-01-2025 08:17,22.32225494,73.1468306,86
01-01-2025 08:17,22.32286022,73.14636898,91
01-01-2025 08:17,22.32346551,73.14590737,83
01-01-2025 08:18,22.32407079,73.14544576,111
01-01-2025 08:18,22.32467608,73.14498414,81
01-01-2025 08:18,22.32528136,73.14452253,111
01-01-2025 08:18,22.32588665,73.14406092,104
01-01-2025 08:18,22.32649193,73.1435993,81
01-01-2025 08:18,22.32709722,73.14313769,97
01-01-2025 08:19,22.3277025,73.14267608,113
01-01-2025 08:19,22.32830779,73.14221446,84
01-01-2025 08:19,22.32891307,73.14175285,94
01-01-2025 08:19,22.32951836,73.14129124,89
01-01-2025 08:19,22.33012364,73.14082962,106
01-01-2025 08:19,22.33072893,73.14036801,113
01-01-2025 08:20,22.33133421,73.1399064,8
01-01-2025 08:20,22.3319395,73.13944478,8
01-01-2025 08:20,22.33254478,73.13898317,11
01-01-2025 08:20,22.33315007,73.13852156,11
01-01-2025 08:20,22.33375535,73.13805994,10
01-01-2025 08:20,22.33436064,73.13759833,10
01-01-2025 08:21,22.33496592,73.13713672,9
01-01-2025 08:21,22.33557121,73.1366751,11
01-01-2025 08:21,22.3361765,73.13621349,9
01-01-2025 08:21,22.33678178,73.13575188,11
01-01-2025 08:21,22.33738707,73.13529026,114
01-01-2025 08:21,22.33799235,73.13482865,115
01-01-2025 08:22,22.33859764,73.13436704,90
01-01-2025 08:22,22.33920292,73.13390542,119
01-01-2025 08:22,22.33980821,73.13344381,85
01-01-2025 08:22,22.34041349,73.1329822,101
01-01-2025 08:22,22.34101878,73.13252058,113
01-01-2025 08:22,22.34162406,73.13205897,84
01-01-2025 08:23,22.34222935,73.13159736,90
01-01-2025 08:23,22.34283463,73.13113574,80
01-01-2025 08:23,22.34343992,73.13067413,106
01-01-2025 08:23,22.3440452,73.13021252,107
01-01-2025 08:23,22.34465049,73.1297509,106
01-01-2025 08:23,22.34525577,73.12928929,99
01-01-2025 08:24,22.34586106,73.12882768,107
01-01-2025 08:24,22.34646634,73.12836606,104
01-01-2025 08:24,22.34707163,73.12790445,89
01-01-2025 08:24,22.34767691,73.12744284,94
01-01-2025 08:24,22.3482822,73.12698122,115
01-01-2025 08:24,22.34888748,73.12651961,82
01-01-2025 08:25,22.34949277,73.126058,103
01-01-2025 08:25,22.35009805,73.12559638,81
01-01-2025 08:25,22.35070334,73.12513477,82
01-01-2025 08:25,22.35130862,73.12467316,108
01-01-2025 08:25,22.35191391,73.12421154,117
01-01-2025 08:25,22.35251919,73.12374993,91
01-01-2025 08:26,22.35312448,73.12328832,88
01-01-2025 08:26,22.35372976,73.1228267,97
01-01-2025 08:26,22.35433505,73.12236509,81
01-01-2025 08:26,22.35494033,73.12190348,120
01-01-2025 08:26,22.35554562,73.12144186,109
01-01-2025 08:26,22.3561509,73.12098025,120
01-01-2025 08:27,22.35675619,73.12051864,97
01-01-2025 08:27,22.35736147,73.12005702,85
01-01-2025 08:27,22.35796676,73.11959541,84
01-01-2025 08:27,22.35857204,73.1191338,97
01-01-2025 08:27,22.35917733,73.11867218,118
01-01-2025 08:27,22.35978261,73.11821057,116
01-01-2025 08:28,22.3603879,73.11774896,119
01-01-2025 08:28,22.36099318,73.11728734,87
01-01-2025 08:28,22.36159847,73.11682573,89
01-01-2025 08:28,22.36220376,73.11636412,94
01-01-2025 08:28,22.36280904,73.1159025,94
01-01-2025 08:28,22.36341433,73.11544089,110
01-01-2025 08:29,22.36401961,73.11497928,119
01-01-2025 08:29,22.3646249,73.11451766,117
01-01-2025 08:29,22.36523018,73.11405605,100
01-01-2025 08:29,22.36583547,73.11359444,110
01-01-2025 08:29,22.36644075,73.11313282,86
01-01-2025 08:29,22.36704604,73.11267121,89
01-01-2025 08:30,22.36765132,73.1122096,11
01-01-2025 08:30,22.36825661,73.11174798,9
01-01-2025 08:30,22.36886189,73.11128637,8
01-01-2025 08:30,22.36946718,73.11082476,11
01-01-2025 08:30,22.37007246,73.11036314,8
01-01-2025 08:30,22.37067775,73.10990153,10
01-01-2025 08:31,22.37128303,73.10943992,8
01-01-2025 08:31,22.37188832,73.1089783,10
01-01-2025 08:31,22.3724936,73.10851669,9
01-01-2025 08:31,22.37309889,73.10805508,11
01-01-2025 08:31,22.37370417,73.10759346,80
01-01-2025 08:31,22.37430946,73.10713185,106
01-01-2025 08:32,22.37491474,73.10667024,107
01-01-2025 08:32,22.37552003,73.10620862,111
01-01-2025 08:32,22.37612531,73.10574701,90
01-01-2025 08:32,22.3767306,73.1052854,82
01-01-2025 08:32,22.37733588,73.10482378,117
01-01-2025 08:32,22.37794117,73.10436217,105
01-01-2025 08:33,22.37854645,73.10390056,107
01-01-2025 08:33,22.37915174,73.10343894,106
01-01-2025 08:33,22.37975702,73.10297733,102
01-01-2025 08:33,22.38036231,73.10251572,108
01-01-2025 08:33,22.38096759,73.1020541,93
01-01-2025 08:33,22.38157288,73.10159249,90
01-01-2025 08:34,22.38217816,73.10113088,109
01-01-2025 08:34,22.38278345,73.10066926,91
01-01-2025 08:34,22.38338873,73.10020765,98
01-01-2025 08:34,22.38399402,73.09974604,101
01-01-2025 08:34,22.3845993,73.09928442,104
01-01-2025 08:34,22.38520459,73.09882281,102
01-01-2025 08:35,22.38580987,73.0983612,120
01-01-2025 08:35,22.38641516,73.09789958,110
01-01-2025 08:35,22.38702045,73.09743797,87
01-01-2025 08:35,22.38762573,73.09697636,92
01-01-2025 08:35,22.38823102,73.09651474,107
01-01-2025 08:35,22.3888363,73.09605313,110
01-01-2025 08:36,22.38944159,73.09559152,85
01-01-2025 08:36,22.39004687,73.0951299,84
01-01-2025 08:36,22.39065216,73.09466829,83
01-01-2025 08:36,22.39125744,73.09420668,106
01-01-2025 08:36,22.39186273,73.09374506,89
01-01-2025 08:36,22.39246801,73.09328345,81
01-01-2025 08:37,22.3930733,73.09282184,117
01-01-2025 08:37,22.39367858,73.09236022,116
01-01-2025 08:37,22.39428387,73.09189861,116
01-01-2025 08:37,22.39488915,73.091437,120
01-01-2025 08:37,22.39549444,73.09097538,95
01-01-2025 08:37,22.39609972,73.09051377,107
01-01-2025 08:38,22.39670501,73.09005216,95
01-01-2025 08:38,22.39731029,73.08959054,90
01-01-2025 08:38,22.39791558,73.08912893,96
01-01-2025 08:38,22.39852086,73.08866732,97
01-01-2025 08:38,22.39912615,73.0882057,112
01-01-2025 08:38,22.39973143,73.08774409,120
01-01-2025 08:39,22.40033672,73.08728248,92
01-01-2025 08:39,22.400942,73.08682086,113
01-01-2025 08:39,22.40154729,73.08635925,96
01-01-2025 08:39,22.40215257,73.08589764,80
01-01-2025 08:39,22.40275786,73.08543602,96
01-01-2025 08:39,22.40336314,73.08497441,116
01-01-2025 08:40,22.40396843,73.0845128,9
01-01-2025 08:40,22.40457371,73.08405118,9
01-01-2025 08:40,22.405179,73.08358957,10
01-01-2025 08:40,22.40578428,73.08312796,9
01-01-2025 08:40,22.40638957,73.08266634,9
01-01-2025 08:40,22.40699485,73.08220473,8
01-01-2025 08:41,22.40760014,73.08174312,10
01-01-2025 08:41,22.40820542,73.0812815,9
01-01-2025 08:41,22.40881071,73.08081989,11
01-01-2025 08:41,22.40941599,73.08035828,9
01-01-2025 08:41,22.41002128,73.07989666,84
01-01-2025 08:41,22.41062656,73.07943505,112
01-01-2025 08:42,22.41123185,73.07897344,86
01-01-2025 08:42,22.41183713,73.07851182,103
01-01-2025 08:42,22.41244242,73.07805021,113
01-01-2025 08:42,22.41304771,73.0775886,95
01-01-2025 08:42,22.41365299,73.07712698,101
01-01-2025 08:42,22.41425828,73.07666537,89
01-01-2025 08:43,22.41486356,73.07620376,114
01-01-2025 08:43,22.41546885,73.07574214,89
01-01-2025 08:43,22.41607413,73.07528053,94
01-01-2025 08:43,22.41667942,73.07481892,80
01-01-2025 08:43,22.4172847,73.0743573,99
01-01-2025 08:43,22.41788999,73.07389569,95
01-01-2025 08:44,22.41849527,73.07343408,87
01-01-2025 08:44,22.41910056,73.07297246,117
01-01-2025 08:44,22.41970584,73.07251085,111
01-01-2025 08:44,22.42031113,73.07204924,101
01-01-2025 08:44,22.42091641,73.07158762,105
01-01-2025 08:44,22.4215217,73.07112601,83
01-01-2025 08:45,22.42212698,73.07066439,81
01-01-2025 08:45,22.42273227,73.07020278,100
01-01-2025 08:45,22.42333755,73.06974117,111
01-01-2025 08:45,22.42394284,73.06927955,110
01-01-2025 08:45,22.42454812,73.06881794,106
01-01-2025 08:45,22.42515341,73.06835633,82
01-01-2025 08:46,22.42575869,73.06789471,82
01-01-2025 08:46,22.42636398,73.0674331,85
01-01-2025 08:46,22.42696926,73.06697149,113
01-01-2025 08:46,22.42757455,73.06650987,84
01-01-2025 08:46,22.42817983,73.06604826,86
01-01-2025 08:46,22.42878512,73.06558665,116
01-01-2025 08:47,22.4293904,73.06512503,113
01-01-2025 08:47,22.42999569,73.06466342,84
01-01-2025 08:47,22.43060097,73.06420181,98
01-01-2025 08:47,22.43120626,73.06374019,91
01-01-2025 08:47,22.43181154,73.06327858,105
01-01-2025 08:47,22.43241683,73.06281697,115
01-01-2025 08:48,22.43302211,73.06235535,98
01-01-2025 08:48,22.4336274,73.06189374,114
01-01-2025 08:48,22.43423268,73.06143213,107
01-01-2025 08:48,22.43483797,73.06097051,90
01-01-2025 08:48,22.43544325,73.0605089,113
01-01-2025 08:48,22.43604854,73.06004729,87
01-01-2025 08:49,22.43665382,73.05958567,98
01-01-2025 08:49,22.43725911,73.05912406,94
01-01-2025 08:49,22.43786439,73.05866245,102
01-01-2025 08:49,22.43846968,73.05820083,98
01-01-2025 08:49,22.43907497,73.05773922,87
01-01-2025 08:49,22.43968025,73.05727761,119
01-01-2025 08:50,22.44028554,73.05681599,8
01-01-2025 08:50,22.44089082,73.05635438,10
01-01-2025 08:50,22.44149611,73.05589277,10
01-01-2025 08:50,22.44210139,73.05543115,8
01-01-2025 08:50,22.44270668,73.05496954,11
01-01-2025 08:50,22.44331196,73.05450793,9
01-01-2025 08:51,22.44391725,73.05404631,8
01-01-2025 08:51,22.44452253,73.0535847,8
01-01-2025 08:51,22.44512782,73.05312309,9
01-01-2025 08:51,22.4457331,73.05266147,10
01-01-2025 08:51,22.44633839,73.05219986,84
01-01-2025 08:51,22.44694367,73.05173825,85
01-01-2025 08:52,22.44754896,73.05127663,115
01-01-2025 08:52,22.44815424,73.05081502,93
01-01-2025 08:52,22.44875953,73.05035341,82
01-01-2025 08:52,22.44936481,73.04989179,119
01-01-2025 08:52,22.4499701,73.04943018,120
01-01-2025 08:52,22.45057538,73.04896857,112
01-01-2025 08:53,22.45118067,73.04850695,114
01-01-2025 08:53,22.45178595,73.04804534,114
01-01-2025 08:53,22.45239124,73.04758373,101
01-01-2025 08:53,22.45299652,73.04712211,92
01-01-2025 08:53,22.45360181,73.0466605,84
01-01-2025 08:53,22.45420709,73.04619889,86
01-01-2025 08:54,22.45481238,73.04573727,93
01-01-2025 08:54,22.45541766,73.04527566,109
01-01-2025 08:54,22.45602295,73.04481405,104
01-01-2025 08:54,22.45662823,73.04435243,104
01-01-2025 08:54,22.45723352,73.04389082,105
01-01-2025 08:54,22.4578388,73.04342921,119
01-01-2025 08:55,22.45844409,73.04296759,106
01-01-2025 08:55,22.45904937,73.04250598,102
01-01-2025 08:55,22.45965466,73.04204437,95
01-01-2025 08:55,22.46025994,73.04158275,97
01-01-2025 08:55,22.46086523,73.04112114,101
01-01-2025 08:55,22.46147051,73.04065953,116
01-01-2025 08:56,22.4620758,73.04019791,107
01-01-2025 08:56,22.46268108,73.0397363,89
01-01-2025 08:56,22.46328637,73.03927469,120
01-01-2025 08:56,22.46389166,73.03881307,111
01-01-2025 08:56,22.46449694,73.03835146,106
01-01-2025 08:56,22.46510223,73.03788985,96
01-01-2025 08:57,22.46570751,73.03742823,97
01-01-2025 08:57,22.4663128,73.03696662,101
01-01-2025 08:57,22.46691808,73.03650501,86
01-01-2025 08:57,22.46752337,73.03604339,88
01-01-2025 08:57,22.46812865,73.03558178,82
01-01-2025 08:57,22.46873394,73.03512017,103
01-01-2025 08:58,22.46933922,73.03465855,99
01-01-2025 08:58,22.46994451,73.03419694,118
01-01-2025 08:58,22.47054979,73.03373533,88
01-01-2025 08:58,22.47115508,73.03327371,92
01-01-2025 08:58,22.47176036,73.0328121,108
01-01-2025 08:58,22.47236565,73.03235049,83
01-01-2025 08:59,22.47297093,73.03188887,87
01-01-2025 08:59,22.47357622,73.03142726,118
01-01-2025 08:59,22.4741815,73.03096565,103
01-01-2025 08:59,22.47478679,73.03050403,103
01-01-2025 08:59,22.47539207,73.03004242,94
01-01-2025 08:59,22.47599736,73.02958081,101
01-01-2025 09:00,22.47660264,73.02911919,8
01-01-2025 09:00,22.47720793,73.02865758,9
01-01-2025 09:00,22.47781321,73.02819597,8
01-01-2025 09:00,22.4784185,73.02773435,10
01-01-2025 09:00,22.47902378,73.02727274,9
01-01-2025 09:00,22.47962907,73.02681113,9
01-01-2025 09:01,22.48023435,73.02634951,10
01-01-2025 09:01,22.48083964,73.0258879,9
01-01-2025 09:01,22.48144492,73.02542629,8
01-01-2025 09:01,22.48205021,73.02496467,11
01-01-2025 09:01,22.48265549,73.02450306,89
01-01-2025 09:01,22.48326078,73.02404145,105
01-01-2025 09:02,22.48386606,73.02357983,92
01-01-2025 09:02,22.48447135,73.02311822,91
01-01-2025 09:02,22.48507663,73.02265661,107
01-01-2025 09:02,22.48568192,73.02219499,97
01-01-2025 09:02,22.4862872,73.02173338,117
01-01-2025 09:02,22.48689249,73.02127177,100
01-01-2025 09:03,22.48749777,73.02081015,94
01-01-2025 09:03,22.48810306,73.02034854,115
01-01-2025 09:03,22.48870834,73.01988693,108
01-01-2025 09:03,22.48931363,73.01942531,100
01-01-2025 09:03,22.48991892,73.0189637,85
01-01-2025 09:03,22.4905242,73.01850209,120
01-01-2025 09:04,22.49112949,73.01804047,83
01-01-2025 09:04,22.49173477,73.01757886,87
01-01-2025 09:04,22.49234006,73.01711725,92
01-01-2025 09:04,22.49294534,73.01665563,92
01-01-2025 09:04,22.49355063,73.01619402,105
01-01-2025 09:04,22.49415591,73.01573241,102
01-01-2025 09:05,22.4947612,73.01527079,99
01-01-2025 09:05,22.49536648,73.01480918,90
01-01-2025 09:05,22.49597177,73.01434757,94
01-01-2025 09:05,22.49657705,73.01388595,107
01-01-2025 09:05,22.49718234,73.01342434,106
01-01-2025 09:05,22.49778762,73.01296273,86
01-01-2025 09:06,22.49839291,73.01250111,109
01-01-2025 09:06,22.49899819,73.0120395,103
01-01-2025 09:06,22.49960348,73.01157789,92
01-01-2025 09:06,22.50020876,73.01111627,119
01-01-2025 09:06,22.50081405,73.01065466,103
01-01-2025 09:06,22.50141933,73.01019305,109
01-01-2025 09:07,22.50202462,73.00973143,120
01-01-2025 09:07,22.5026299,73.00926982,83
01-01-2025 09:07,22.50323519,73.00880821,92
01-01-2025 09:07,22.50384047,73.00834659,86
01-01-2025 09:07,22.50444576,73.00788498,99
01-01-2025 09:07,22.50505104,73.00742337,90
01-01-2025 09:08,22.50565633,73.00696175,105
01-01-2025 09:08,22.50626161,73.00650014,118
01-01-2025 09:08,22.5068669,73.00603853,90
01-01-2025 09:08,22.50747218,73.00557691,111
01-01-2025 09:08,22.50807747,73.0051153,106
01-01-2025 09:08,22.50868275,73.00465369,112
01-01-2025 09:09,22.50928804,73.00419207,97
01-01-2025 09:09,22.50989332,73.00373046,80
01-01-2025 09:09,22.51049861,73.00326885,90
01-01-2025 09:09,22.51110389,73.00280723,113
01-01-2025 09:09,22.51170918,73.00234562,113
01-01-2025 09:09,22.51231446,73.00188401,119
01-01-2025 09:10,22.51291975,73.00142239,9
01-01-2025 09:10,22.51352503,73.00096078,11
01-01-2025 09:10,22.51413032,73.00049917,10
01-01-2025 09:10,22.51473561,73.00003755,11
01-01-2025 09:10,22.51534089,72.99957594,11
01-01-2025 09:10,22.51594618,72.99911433,8
01-01-2025 09:11,22.51655146,72.99865271,9
01-01-2025 09:11,22.51715675,72.9981911,9
01-01-2025 09:11,22.51776203,72.99772949,9
01-01-2025 09:11,22.51836732,72.99726787,8
01-01-2025 09:11,22.5189726,72.99680626,97
01-01-2025 09:11,22.51957789,72.99634465,83
01-01-2025 09:12,22.52018317,72.99588303,106
01-01-2025 09:12,22.52078846,72.99542142,106
01-01-2025 09:12,22.52139374,72.99495981,98
01-01-2025 09:12,22.52199903,72.99449819,89
01-01-2025 09:12,22.52260431,72.99403658,94
01-01-2025 09:12,22.5232096,72.99357497,118
01-01-2025 09:13,22.52381488,72.99311335,90
01-01-2025 09:13,22.52442017,72.99265174,86
01-01-2025 09:13,22.52502545,72.99219013,91
01-01-2025 09:13,22.52563074,72.99172851,116
01-01-2025 09:13,22.52623602,72.9912669,99
01-01-2025 09:13,22.52684131,72.99080529,119
01-01-2025 09:14,22.52744659,72.99034367,96
01-01-2025 09:14,22.52805188,72.98988206,114
01-01-2025 09:14,22.52865716,72.98942045,84
01-01-2025 09:14,22.52926245,72.98895883,89
01-01-2025 09:14,22.52986773,72.98849722,94
01-01-2025 09:14,22.53047302,72.98803561,85
01-01-2025 09:15,22.5310783,72.98757399,83
01-01-2025 09:15,22.53168359,72.98711238,96
01-01-2025 09:15,22.53228887,72.98665076,91
01-01-2025 09:15,22.53289416,72.98618915,101
01-01-2025 09:15,22.53349944,72.98572754,99
01-01-2025 09:15,22.53410473,72.98526592,112
01-01-2025 09:16,22.53471001,72.98480431,81
01-01-2025 09:16,22.5353153,72.9843427,106
01-01-2025 09:16,22.53592058,72.98388108,93
01-01-2025 09:16,22.53652587,72.98341947,104
01-01-2025 09:16,22.53713115,72.98295786,100
01-01-2025 09:16,22.53773644,72.98249624,108
01-01-2025 09:17,22.53834172,72.98203463,84
01-01-2025 09:17,22.53894701,72.98157302,103
01-01-2025 09:17,22.53955229,72.9811114,102
01-01-2025 09:17,22.54015758,72.98064979,117
01-01-2025 09:17,22.54076287,72.98018818,105
01-01-2025 09:17,22.54136815,72.97972656,82
01-01-2025 09:18,22.54197344,72.97926495,83
01-01-2025 09:18,22.54257872,72.97880334,90
01-01-2025 09:18,22.54318401,72.97834172,82
01-01-2025 09:18,22.54378929,72.97788011,82
01-01-2025 09:18,22.54439458,72.9774185,95
01-01-2025 09:18,22.54499986,72.97695688,104
01-01-2025 09:19,22.54560515,72.97649527,81
01-01-2025 09:19,22.54621043,72.97603366,118
01-01-2025 09:19,22.54681572,72.97557204,90
01-01-2025 09:19,22.547421,72.97511043,118
01-01-2025 09:19,22.54802629,72.97464882,90
01-01-2025 09:19,22.54863157,72.9741872,111
01-01-2025 09:20,22.54923686,72.97372559,8
01-01-2025 09:20,22.54984214,72.97326398,11
01-01-2025 09:20,22.55044743,72.97280236,11
01-01-2025 09:20,22.55105271,72.97234075,10
01-01-2025 09:20,22.551658,72.97187914,8
01-01-2025 09:20,22.55226328,72.97141752,9
01-01-2025 09:21,22.55286857,72.97095591,11
01-01-2025 09:21,22.55347385,72.9704943,11
01-01-2025 09:21,22.55407914,72.97003268,10
01-01-2025 09:21,22.55468442,72.96957107,9
01-01-2025 09:21,22.55528971,72.96910946,118
01-01-2025 09:21,22.55589499,72.96864784,101
01-01-2025 09:22,22.55650028,72.96818623,82
01-01-2025 09:22,22.55710556,72.96772462,97
01-01-2025 09:22,22.55771085,72.967263,107
01-01-2025 09:22,22.55831613,72.96680139,99
01-01-2025 09:22,22.55892142,72.96633978,110
01-01-2025 09:22,22.5595267,72.96587816,119
01-01-2025 09:23,22.56013199,72.96541655,82
01-01-2025 09:23,22.56073727,72.96495494,117
01-01-2025 09:23,22.56134256,72.96449332,90
01-01-2025 09:23,22.56194784,72.96403171,118
01-01-2025 09:23,22.56255313,72.9635701,118
01-01-2025 09:23,22.56315841,72.96310848,110
01-01-2025 09:24,22.5637637,72.96264687,88
01-01-2025 09:24,22.56436898,72.96218526,96
01-01-2025 09:24,22.56497427,72.96172364,109
01-01-2025 09:24,22.56557955,72.96126203,117
01-01-2025 09:24,22.56618484,72.96080042,104
01-01-2025 09:24,22.56679013,72.9603388,97
01-01-2025 09:25,22.56739541,72.95987719,83
01-01-2025 09:25,22.5680007,72.95941558,85
01-01-2025 09:25,22.56860598,72.95895396,93
01-01-2025 09:25,22.56921127,72.95849235,102
01-01-2025 09:25,22.56981655,72.95803074,81
01-01-2025 09:25,22.57042184,72.95756912,90
01-01-2025 09:26,22.57102712,72.95710751,115
01-01-2025 09:26,22.57163241,72.9566459,114
01-01-2025 09:26,22.57223769,72.95618428,106
01-01-2025 09:26,22.57284298,72.95572267,117
01-01-2025 09:26,22.57344826,72.95526106,104
01-01-2025 09:26,22.57405355,72.95479944,85
01-01-2025 09:27,22.57465883,72.95433783,119
01-01-2025 09:27,22.57526412,72.95387622,102
01-01-2025 09:27,22.5758694,72.9534146,93
01-01-2025 09:27,22.57647469,72.95295299,112
01-01-2025 09:27,22.57707997,72.95249138,100
01-01-2025 09:27,22.57768526,72.95202976,117
01-01-2025 09:28,22.57829054,72.95156815,104
01-01-2025 09:28,22.57889583,72.95110654,112
01-01-2025 09:28,22.57950111,72.95064492,105
01-01-2025 09:28,22.5801064,72.95018331,91
01-01-2025 09:28,22.58071168,72.9497217,111
01-01-2025 09:28,22.58131697,72.94926008,81
01-01-2025 09:29,22.58192225,72.94879847,103
01-01-2025 09:29,22.58252754,72.94833686,94
01-01-2025 09:29,22.58313282,72.94787524,94
01-01-2025 09:29,22.58373811,72.94741363,117
01-01-2025 09:29,22.58434339,72.94695202,97
01-01-2025 09:29,22.58494868,72.9464904,107
01-01-2025 09:30,22.58555396,72.94602879,11
01-01-2025 09:30,22.58615925,72.94556718,10
01-01-2025 09:30,22.58676453,72.94510556,9
01-01-2025 09:30,22.58736982,72.94464395,11
01-01-2025 09:30,22.5879751,72.94418234,8
01-01-2025 09:30,22.58858039,72.94372072,9
01-01-2025 09:31,22.58918567,72.94325911,9
01-01-2025 09:31,22.58979096,72.9427975,10
01-01-2025 09:31,22.59039624,72.94233588,9
01-01-2025 09:31,22.59100153,72.94187427,10
01-01-2025 09:31,22.59160682,72.94141266,109
01-01-2025 09:31,22.5922121,72.94095104,103
01-01-2025 09:32,22.59281739,72.94048943,120
01-01-2025 09:32,22.59342267,72.94002782,99
01-01-2025 09:32,22.59402796,72.9395662,99
01-01-2025 09:32,22.59463324,72.93910459,94
01-01-2025 09:32,22.59523853,72.93864298,119
01-01-2025 09:32,22.59584381,72.93818136,100
